uid	srcuid	trguid	srcname	srctype	trgname	trgtype	trgval	type	pmids	nls
45737	10032	18451	resveratrol	Compound	TYR	mRNA	0	-1	12485436	Dihydrolipoic acid, lipoic acid, and resveratrol reduced microphthalmia-associated transcription factor and tyrosinase promoter activities.
45872	10032	 9262	resveratrol	Compound	CYP1A1	mRNA	0	-1	15162144	Supporting this result, resveratrol was shown to inhibit CYP1A1 and CYP1B1 gene expression, as measured by real-time reverse transcriptase-polymerase chain reaction.
46645	10032	 3471	resveratrol	Compound	IL1B	mRNA	0	-1	18424637	In coronary arteries of cigarette smoke-exposed rats, the mRNA expression of iNOS, ICAM-1, IL-6, IL-1b, and TNF-a (Fig. 6, A-E) significantly increased. The expression of these inflammatory markers was significantly attenuated by in vivo resveratrol treatment (Fig. 6, A-E). The expression of SIRT1 was significantly increased by resveratrol treatment (Fig. 6F).
48107	10032	13471	resveratrol	Compound	BIRC5	mRNA	0	1	16081268	Resveratrol increased (+) and decreased (-) gene expression associated with apoptosis (Birc5+, Cash+, Mcl-1+, Mdm2+, Rpa-like+), cellular proliferation (Ctsd+, Mdm2+, Egr1+, ODC+) and cell cycle (cyclin D+, cyclin g+, Gadd45a-, Mad2l-, Mdm2+).
48860	10032	18519	resveratrol	Compound	COL2A1	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
49239	10032	19934	resveratrol	Compound	CDH23	mRNA	0	1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
49375	10032	18288	resveratrol	Compound	UCP3	mRNA	0	-1	17884810	Agents activating SIRT1, such as resveratrol, repress ucp3 gene expression.
49694	10032	 6430	resveratrol	Compound	MDM2	mRNA	1	1	16081268	Resveratrol increased (+) and decreased (-) gene expression associated with apoptosis (Birc5+, Cash+, Mcl-1+, Mdm2+, Rpa-like+), cellular proliferation (Ctsd+, Mdm2+, Egr1+, ODC+) and cell cycle (cyclin D+, cyclin g+, Gadd45a-, Mad2l-, Mdm2+).
 5114	10032	 2649	resveratrol	Compound	DNAJB1	mRNA	0	1	15767336	Finally, resveratrol did not oppose all transcriptional changes induced by androgen. A subset of 153 genes was up-regulated by both resveratrol and androgen. However, many of these genes, such as JUNB, HSP40, SERP1, and STCH seem to reflect cellular stress.
51162	10032	11839	resveratrol	Compound	PCK1	mRNA	0	-1	16626303	resveratrol reverses insulin effects on phosphoenolpyruvate carboxykinase, glucose-6-phosphatase, fatty acid synthase and glucokinase
51676	10032	  219	resveratrol	Compound	FASLG	mRNA	-1	1	 9680369	We also show that resveratrol treatment enhances CD95L expression on HL60 cells, as well as T47D breast carcinoma cells, and that resveratrol-mediated cell death is specifically CD95-signaling dependent.
51926	10032	 9802	resveratrol	Compound	IL6ST	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
54041	10032	 5118	resveratrol	Compound	NOS2	mRNA	0	-1	18424637	In coronary arteries of cigarette smoke-exposed rats, the mRNA expression of iNOS, ICAM-1, IL-6, IL-1b, and TNF-a (Fig. 6, A-E) significantly increased. The expression of these inflammatory markers was significantly attenuated by in vivo resveratrol treatment (Fig. 6, A-E). The expression of SIRT1 was significantly increased by resveratrol treatment (Fig. 6F).
54332	10032	16263	resveratrol	Compound	CD84	mRNA	0	1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
55222	10032	 4543	resveratrol	Compound	FGF23	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
56658	10032	16427	resveratrol	Compound	EFNA1	mRNA	0	1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
56780	10032	18995	resveratrol	Compound	FASN	mRNA	0	-1	16626303	resveratrol reverses insulin effects on phosphoenolpyruvate carboxykinase, glucose-6-phosphatase, fatty acid synthase and glucokinase
57339	10032	 4298	resveratrol	Compound	JUNB	mRNA	0	1	15767336	Finally, resveratrol did not oppose all transcriptional changes induced by androgen. A subset of 153 genes was up-regulated by both resveratrol and androgen. However, many of these genes, such as JUNB, HSP40, SERP1, and STCH seem to reflect cellular stress.
59667	10032	 7590	resveratrol	Compound	GCK	mRNA	0	-1	16626303	resveratrol reverses insulin effects on phosphoenolpyruvate carboxykinase, glucose-6-phosphatase, fatty acid synthase and glucokinase
 6033	10032	 1338	resveratrol	Compound	SEMA6A	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
60896	10032	  176	resveratrol	Compound	UBE2D3	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
61269	10032	 1552	resveratrol	Compound	ODC1	mRNA	1	1	16081268	Resveratrol increased (+) and decreased (-) gene expression associated with apoptosis (Birc5+, Cash+, Mcl-1+, Mdm2+, Rpa-like+), cellular proliferation (Ctsd+, Mdm2+, Egr1+, ODC+) and cell cycle (cyclin D+, cyclin g+, Gadd45a-, Mad2l-, Mdm2+).
61979	10032	 7235	resveratrol	Compound	HSPA13	mRNA	0	1	15767336	Finally, resveratrol did not oppose all transcriptional changes induced by androgen. A subset of 153 genes was up-regulated by both resveratrol and androgen. However, many of these genes, such as JUNB, HSP40, SERP1, and STCH seem to reflect cellular stress.
62195	10032	17946	resveratrol	Compound	MAD2L1	mRNA	0	-1	16081268	Resveratrol increased (+) and decreased (-) gene expression associated with apoptosis (Birc5+, Cash+, Mcl-1+, Mdm2+, Rpa-like+), cellular proliferation (Ctsd+, Mdm2+, Egr1+, ODC+) and cell cycle (cyclin D+, cyclin g+, Gadd45a-, Mad2l-, Mdm2+).
62943	10032	 7195	resveratrol	Compound	GADD45A	mRNA	-1	-1	16081268	Resveratrol increased (+) and decreased (-) gene expression associated with apoptosis (Birc5+, Cash+, Mcl-1+, Mdm2+, Rpa-like+), cellular proliferation (Ctsd+, Mdm2+, Egr1+, ODC+) and cell cycle (cyclin D+, cyclin g+, Gadd45a-, Mad2l-, Mdm2+).
63874	10032	12543	resveratrol	Compound	IGFBP1	mRNA	-1	1	16236254	This effect is mimicked by 20muM resveratrol
66168	10032	 6916	resveratrol	Compound	RAC3	mRNA	0	-1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
  722	10032	12268	resveratrol	Compound	P4HB	mRNA	0	1	17804521	Table 2: Genes changed by >2 fold in response to 1 uM resveratrol in human fibroblast cell line F0603
 7655	10032	 7875	resveratrol	Compound	IFIT3	mRNA	1	-1	17086191	Upregulation of complement, which occurs in obese and aged mice, was also observed in the HCR
 9392	10032	17289	resveratrol	Compound	SERP1	mRNA	0	1	15767336	Finally, resveratrol did not oppose all transcriptional changes induced by androgen. A subset of 153 genes was up-regulated by both resveratrol and androgen. However, many of these genes, such as JUNB, HSP40, SERP1, and STCH seem to reflect cellular stress.
20341	17811	 2815	RPS29	Protein	TP53	mRNA	0	1	12705879	downregulation of the expression of inhibitors of apoptosis proteins (IAPs) Bcl-2, Bcl-X(L), and survivin and upregulation of pro-apoptotic p53 and Bax
23784	17811	 6636	RPS29	Protein	BCL2L1	mRNA	0	-1	12705879	downregulation of the expression of inhibitors of apoptosis proteins (IAPs) Bcl-2, Bcl-X(L), and survivin and upregulation of pro-apoptotic p53 and Bax
 3426	17811	10915	RPS29	Protein	BAX	mRNA	0	1	12705879	downregulation of the expression of inhibitors of apoptosis proteins (IAPs) Bcl-2, Bcl-X(L), and survivin and upregulation of pro-apoptotic p53 and Bax
45364	17811	14987	RPS29	Protein	BCL2	mRNA	1	-1	12705879	downregulation of the expression of inhibitors of apoptosis proteins (IAPs) Bcl-2, Bcl-X(L), and survivin and upregulation of pro-apoptotic p53 and Bax
48116	17811	13471	RPS29	Protein	BIRC5	mRNA	0	-1	12705879	downregulation of the expression of inhibitors of apoptosis proteins (IAPs) Bcl-2, Bcl-X(L), and survivin and upregulation of pro-apoptotic p53 and Bax
12405	18088	 2742	ciprofibrate	Compound	APEX1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
13089	18088	 7202	ciprofibrate	Compound	LTA	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
13373	18088	10696	ciprofibrate	Compound	JUN	mRNA	0	1	12883078	However, the increase in proliferation was greater in ciprofibrate-fed wild type mice than in ciprofibrate-fed p50 -/- mice The c-Jun and JunB mRNA levels were higher in untreated p50 -/- mice than in untreated control mice; c-Jun mRNA levels increased whereas JunB mRNA levels decreased in both groups after ciprofibrate treatment.
13545	18088	 3789	ciprofibrate	Compound	IGF1	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
13635	18088	 1438	ciprofibrate	Compound	VEGFA	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
19330	18088	16719	ciprofibrate	Compound	DNAJA1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
19515	18088	 8018	ciprofibrate	Compound	CSNK1D	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
19599	18088	 5712	ciprofibrate	Compound	BCL6	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
21080	18088	18920	ciprofibrate	Compound	VEGFC	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
 2124	18088	 8607	ciprofibrate	Compound	MGMT	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
21948	18088	19286	ciprofibrate	Compound	XRCC5	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
23043	18088	 5147	ciprofibrate	Compound	NUPR1	mRNA	1	1	12851464	Fibrate class hypolipidemic drugs such as ciprofibrate activate the peroxisome proliferator-activated receptor-alpha (PPARalpha), which is involved in processes including lipid metabolism and hepatocyte proliferation in rodents. We examined the effects of ciprofibrate (50 mg/kg body wt per day for 60 days) on liver gene expression in rats using cDNA microarrays. The 60-day dosing period was chosen to elucidate both the metabolic and proliferative actions of this substance, while avoiding confounding effects from the hepatic carcinogenesis seen during more long-term stimulation. Ciprofibrate changed the expression of many genes including previously known PPARalpha agonist-responsive genes involved in processes such as lipid metabolism and inflammatory responses. In addition, many novel candidate genes involved in sugar metabolism, transcription, signal transduction, cell proliferation, and stress responses appeared to be differentially regulated in ciprofibrate-dosed rats. Ciprofibrate also resulted in significant increases in liver weight and hepatocyte proliferation. The cDNA microarray results were confirmed by Northern blot analysis for selected genes. This study thus identifies many genes that appear to be differentially regulated in ciprofibrate-dosed rats, and some of these are potential targets of PPARalpha. The functional diversity of these candidate genes suggests that most of them are likely to be differentially regulated as indirect consequence of the many processes affected by ciprofibrate in rodent liver. Although caution is advisable in the interpretation of genome-wide expression data, the genes identified in the present study provide candidates for further studies that may give new insight into the mechanisms of action of peroxisome proliferators.
  232	18088	15821	ciprofibrate	Compound	HSPA9	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
23950	18088	11829	ciprofibrate	Compound	CAPNS1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
26670	18088	 8245	ciprofibrate	Compound	TIAL1	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
30118	18088	  789	ciprofibrate	Compound	SHC1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
32318	18088	10525	ciprofibrate	Compound	RECQL4	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
32330	18088	15377	ciprofibrate	Compound	POLD1	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
32887	18088	11449	ciprofibrate	Compound	CASP9	mRNA	1	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
34093	18088	  573	ciprofibrate	Compound	CRY2	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
35607	18088	 1571	ciprofibrate	Compound	RBL2	mRNA	-1	1	12851464	Fibrate class hypolipidemic drugs such as ciprofibrate activate the peroxisome proliferator-activated receptor-alpha (PPARalpha), which is involved in processes including lipid metabolism and hepatocyte proliferation in rodents. We examined the effects of ciprofibrate (50 mg/kg body wt per day for 60 days) on liver gene expression in rats using cDNA microarrays. The 60-day dosing period was chosen to elucidate both the metabolic and proliferative actions of this substance, while avoiding confounding effects from the hepatic carcinogenesis seen during more long-term stimulation. Ciprofibrate changed the expression of many genes including previously known PPARalpha agonist-responsive genes involved in processes such as lipid metabolism and inflammatory responses. In addition, many novel candidate genes involved in sugar metabolism, transcription, signal transduction, cell proliferation, and stress responses appeared to be differentially regulated in ciprofibrate-dosed rats. Ciprofibrate also resulted in significant increases in liver weight and hepatocyte proliferation. The cDNA microarray results were confirmed by Northern blot analysis for selected genes. This study thus identifies many genes that appear to be differentially regulated in ciprofibrate-dosed rats, and some of these are potential targets of PPARalpha. The functional diversity of these candidate genes suggests that most of them are likely to be differentially regulated as indirect consequence of the many processes affected by ciprofibrate in rodent liver. Although caution is advisable in the interpretation of genome-wide expression data, the genes identified in the present study provide candidates for further studies that may give new insight into the mechanisms of action of peroxisome proliferators.
37553	18088	 6614	ciprofibrate	Compound	HSPA1B	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
38952	18088	17203	ciprofibrate	Compound	RAD51C	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
41113	18088	 3708	ciprofibrate	Compound	SUMO1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
 4346	18088	 2607	ciprofibrate	Compound	NME3	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
45881	18088	 9262	ciprofibrate	Compound	CYP1A1	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
46452	18088	13874	ciprofibrate	Compound	GPX1	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
47904	18088	12849	ciprofibrate	Compound	BNIP3L	mRNA	-1	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
48192	18088	 8786	ciprofibrate	Compound	FGF18	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
48466	18088	 9763	ciprofibrate	Compound	SMC1A	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
48519	18088	 2627	ciprofibrate	Compound	CDK2	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
  497	18088	16088	ciprofibrate	Compound	GPX4	mRNA	1	1	12851464	Fibrate class hypolipidemic drugs such as ciprofibrate activate the peroxisome proliferator-activated receptor-alpha (PPARalpha), which is involved in processes including lipid metabolism and hepatocyte proliferation in rodents. We examined the effects of ciprofibrate (50 mg/kg body wt per day for 60 days) on liver gene expression in rats using cDNA microarrays. The 60-day dosing period was chosen to elucidate both the metabolic and proliferative actions of this substance, while avoiding confounding effects from the hepatic carcinogenesis seen during more long-term stimulation. Ciprofibrate changed the expression of many genes including previously known PPARalpha agonist-responsive genes involved in processes such as lipid metabolism and inflammatory responses. In addition, many novel candidate genes involved in sugar metabolism, transcription, signal transduction, cell proliferation, and stress responses appeared to be differentially regulated in ciprofibrate-dosed rats. Ciprofibrate also resulted in significant increases in liver weight and hepatocyte proliferation. The cDNA microarray results were confirmed by Northern blot analysis for selected genes. This study thus identifies many genes that appear to be differentially regulated in ciprofibrate-dosed rats, and some of these are potential targets of PPARalpha. The functional diversity of these candidate genes suggests that most of them are likely to be differentially regulated as indirect consequence of the many processes affected by ciprofibrate in rodent liver. Although caution is advisable in the interpretation of genome-wide expression data, the genes identified in the present study provide candidates for further studies that may give new insight into the mechanisms of action of peroxisome proliferators.
53572	18088	 8105	ciprofibrate	Compound	CDC123	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
55200	18088	 1810	ciprofibrate	Compound	MT1F	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
56310	18088	12505	ciprofibrate	Compound	CRADD	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
57314	18088	 4298	ciprofibrate	Compound	JUNB	mRNA	0	-1	12883078	However, the increase in proliferation was greater in ciprofibrate-fed wild type mice than in ciprofibrate-fed p50 -/- mice The c-Jun and JunB mRNA levels were higher in untreated p50 -/- mice than in untreated control mice; c-Jun mRNA levels increased whereas JunB mRNA levels decreased in both groups after ciprofibrate treatment.
58004	18088	10663	ciprofibrate	Compound	MATK	mRNA	0	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
58373	18088	 6053	ciprofibrate	Compound	CAT	mRNA	-1	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
60157	18088	15665	ciprofibrate	Compound	HTATIP2	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
61253	18088	 1552	ciprofibrate	Compound	ODC1	mRNA	1	1	12851464	Fibrate class hypolipidemic drugs such as ciprofibrate activate the peroxisome proliferator-activated receptor-alpha (PPARalpha), which is involved in processes including lipid metabolism and hepatocyte proliferation in rodents. We examined the effects of ciprofibrate (50 mg/kg body wt per day for 60 days) on liver gene expression in rats using cDNA microarrays. The 60-day dosing period was chosen to elucidate both the metabolic and proliferative actions of this substance, while avoiding confounding effects from the hepatic carcinogenesis seen during more long-term stimulation. Ciprofibrate changed the expression of many genes including previously known PPARalpha agonist-responsive genes involved in processes such as lipid metabolism and inflammatory responses. In addition, many novel candidate genes involved in sugar metabolism, transcription, signal transduction, cell proliferation, and stress responses appeared to be differentially regulated in ciprofibrate-dosed rats. Ciprofibrate also resulted in significant increases in liver weight and hepatocyte proliferation. The cDNA microarray results were confirmed by Northern blot analysis for selected genes. This study thus identifies many genes that appear to be differentially regulated in ciprofibrate-dosed rats, and some of these are potential targets of PPARalpha. The functional diversity of these candidate genes suggests that most of them are likely to be differentially regulated as indirect consequence of the many processes affected by ciprofibrate in rodent liver. Although caution is advisable in the interpretation of genome-wide expression data, the genes identified in the present study provide candidates for further studies that may give new insight into the mechanisms of action of peroxisome proliferators.
62947	18088	 7195	ciprofibrate	Compound	GADD45A	mRNA	-1	-1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
63402	18088	14812	ciprofibrate	Compound	ATOX1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
 6926	18088	 6225	ciprofibrate	Compound	MNAT1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
 8958	18088	18379	ciprofibrate	Compound	SSR1	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
 9081	18088	17800	ciprofibrate	Compound	EI24	mRNA	0	1	16081524	CYNOMOLGUS MONKEYS were exposed to ciprofibrate at various dose levels for either 4 or 15 days, and the liver transcriptional profiles were examined using Affymetrix human GeneChips.  Data taken from Supplementary table 4.  27 genes upregulated and 22 genes downregulated.  Probesets with p > 0.01 were selected as differentially expressed.
13630	 3091	 1438	ZHX3	Protein	VEGFA	mRNA	0	-1	17056598	Downregulation of COL4A3, COL4A4, angiopoietin 2 and vascular endothelial growth factor (VEGF) during the recovery phase is explained by nuclear entry of newly synthesized ZHX3 protein, whereas podocalyxin and ?1 integrin downregulation are likely related to nuclear entry of small amounts of free ZHX2 during the mild ZHX3 knockdown.
